
C:/travail/bouvard2/FaceRecognizer/positives/bruce1.JPG;1
C:/travail/bouvard2/FaceRecognizer/positives/bruce2.JPG;1
C:/travail/bouvard2/FaceRecognizer/positives/bruce3.JPG;1
C:/travail/bouvard2/FaceRecognizer/positives/bruce4.JPG;1
C:/travail/bouvard2/FaceRecognizer/positives/bruce5.JPG;1
C:/travail/bouvard2/FaceRecognizer/positives/bruce6.JPG;1
C:/travail/bouvard2/FaceRecognizer/positives/bruce7.JPG;1
C:/travail/bouvard2/FaceRecognizer/positives/bruce8.JPG;1

C:/travail/bouvard2/FaceRecognizer/positives/victor1.JPG;2
C:/travail/bouvard2/FaceRecognizer/positives/victor2.JPG;2
C:/travail/bouvard2/FaceRecognizer/positives/victor3.JPG;2
C:/travail/bouvard2/FaceRecognizer/positives/victor4.JPG;2
C:/travail/bouvard2/FaceRecognizer/positives/victor5.JPG;2
C:/travail/bouvard2/FaceRecognizer/positives/victor6.JPG;2
C:/travail/bouvard2/FaceRecognizer/positives/victor7.JPG;2
C:/travail/bouvard2/FaceRecognizer/positives/victor8.JPG;2
